2013-09-16 00:11:19,722 [33] INFO  Umbraco.Core.PluginManager - [Thread 25] Determining hash of code files on disk
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,168 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,178 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,331 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,343 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,345 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 25] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,481 [33] INFO  Umbraco.Core.ApplicationContext - [Thread 28] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:11:20,482 [33] WARN  Umbraco.Web.UmbracoModule - [Thread 28] Umbraco is not configured
2013-09-16 00:11:42,863 [33] INFO  Umbraco.Core.DatabaseContext - [Thread 22] Configured a new ConnectionString using the 'System.Data.SqlServerCe.4.0' provider.
2013-09-16 00:12:08,433 [33] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 32] Application shutdown. Reason: ConfigurationChange
2013-09-16 00:12:09,053 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Determining hash of code files on disk
2013-09-16 00:12:09,071 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Hash determined (took 12ms)
2013-09-16 00:12:09,083 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2013-09-16 00:12:09,375 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 16 (took 290ms)
2013-09-16 00:12:09,410 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2013-09-16 00:12:09,419 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 8ms)
2013-09-16 00:12:09,421 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2013-09-16 00:12:09,428 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 7ms)
2013-09-16 00:12:09,429 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2013-09-16 00:12:09,435 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 3 (took 6ms)
2013-09-16 00:12:09,438 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2013-09-16 00:12:09,446 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 7ms)
2013-09-16 00:12:09,446 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2013-09-16 00:12:09,455 [53] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 8ms)
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,515 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,527 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,527 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,527 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,527 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,527 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,527 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,527 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,528 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,668 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,683 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:09,685 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:12,031 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 38] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:12,031 [53] INFO  Umbraco.Web.UI.Install.InstallerRestService - [Thread 38] Running 'InstallOrUpgrade' service
2013-09-16 00:12:12,035 [53] INFO  Umbraco.Core.DatabaseContext - [Thread 38] Database configuration status: Started
2013-09-16 00:12:12,580 [53] INFO  Umbraco.Core.ApplicationContext - [Thread 38] CurrentVersion different from configStatus: '6.1.5',''
2013-09-16 00:12:12,581 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Initializing database schema creation
2013-09-16 00:12:12,778 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Table sql -1:
 CREATE TABLE [umbracoNode] ([id] INTEGER NOT NULL IDENTITY(1045,1),
[trashed] BIT NOT NULL CONSTRAINT [DF_umbracoNode_trashed] DEFAULT ('0'),
[parentID] INTEGER NOT NULL,
[nodeUser] INTEGER NULL,
[level] INTEGER NOT NULL,
[path] NVARCHAR(150) NOT NULL,
[sortOrder] INTEGER NOT NULL,
[uniqueID] UniqueIdentifier NULL,
[text] NVARCHAR(255) NULL,
[nodeObjectType] UniqueIdentifier NULL,
[createDate] DATETIME NOT NULL CONSTRAINT [DF_umbracoNode_createDate] DEFAULT (getdate()))
2013-09-16 00:12:12,779 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Primary Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [PK_structure] PRIMARY KEY ([id])
2013-09-16 00:12:12,780 [53] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 38] Creating data in table umbracoNode
2013-09-16 00:12:12,828 [53] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 38] Done creating data in table umbracoNode
2013-09-16 00:12:12,829 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Foreign Key sql -1:
 ALTER TABLE [umbracoNode] ADD CONSTRAINT [FK_umbracoNode_umbracoNode_id] FOREIGN KEY ([parentID]) REFERENCES [umbracoNode] ([id])
2013-09-16 00:12:12,830 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeParentId] ON [umbracoNode] ([parentID])
2013-09-16 00:12:12,830 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Index sql -1:
 CREATE NONCLUSTERED INDEX [IX_umbracoNodeObjectType] ON [umbracoNode] ([nodeObjectType])
2013-09-16 00:12:12,905 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] New table 'umbracoNode' was created
2013-09-16 00:12:13,037 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Table sql -1:
 CREATE TABLE [cmsTemplate] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[master] INTEGER NULL,
[alias] NVARCHAR(100) NULL,
[design] NTEXT NOT NULL)
2013-09-16 00:12:13,038 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Primary Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [PK_cmsTemplate] PRIMARY KEY ([pk])
2013-09-16 00:12:13,039 [53] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 38] Creating data in table cmsTemplate
2013-09-16 00:12:13,039 [53] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 38] Done creating data in table cmsTemplate
2013-09-16 00:12:13,039 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_umbracoNode] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2013-09-16 00:12:13,040 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Foreign Key sql -1:
 ALTER TABLE [cmsTemplate] ADD CONSTRAINT [FK_cmsTemplate_cmsTemplate] FOREIGN KEY ([master]) REFERENCES [umbracoNode] ([id])
2013-09-16 00:12:13,041 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsTemplate_nodeId] ON [cmsTemplate] ([nodeId])
2013-09-16 00:12:13,296 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] New table 'cmsTemplate' was created
2013-09-16 00:12:13,521 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Table sql -1:
 CREATE TABLE [cmsContent] ([pk] INTEGER NOT NULL IDENTITY(1,1),
[nodeId] INTEGER NOT NULL,
[contentType] INTEGER NOT NULL)
2013-09-16 00:12:13,522 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Primary Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [PK_cmsContent] PRIMARY KEY ([pk])
2013-09-16 00:12:13,522 [53] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 38] Creating data in table cmsContent
2013-09-16 00:12:13,522 [53] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 38] Done creating data in table cmsContent
2013-09-16 00:12:13,524 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Foreign Key sql -1:
 ALTER TABLE [cmsContent] ADD CONSTRAINT [FK_cmsContent_umbracoNode_id] FOREIGN KEY ([nodeId]) REFERENCES [umbracoNode] ([id])
2013-09-16 00:12:13,525 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContent] ON [cmsContent] ([nodeId])
2013-09-16 00:12:13,616 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] New table 'cmsContent' was created
2013-09-16 00:12:13,796 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Table sql -1:
 CREATE TABLE [cmsContentVersion] ([id] INTEGER NOT NULL IDENTITY(1,1),
[ContentId] INTEGER NOT NULL,
[VersionId] UniqueIdentifier NOT NULL,
[VersionDate] DATETIME NOT NULL CONSTRAINT [DF_cmsContentVersion_VersionDate] DEFAULT (getdate()),
[LanguageLocale] NVARCHAR(10) NULL)
2013-09-16 00:12:13,797 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Primary Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [PK_cmsContentVersion] PRIMARY KEY ([id])
2013-09-16 00:12:13,797 [53] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 38] Creating data in table cmsContentVersion
2013-09-16 00:12:13,797 [53] INFO  Umbraco.Core.Persistence.Migrations.Initial.BaseDataCreation - [Thread 38] Done creating data in table cmsContentVersion
2013-09-16 00:12:13,798 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Foreign Key sql -1:
 ALTER TABLE [cmsContentVersion] ADD CONSTRAINT [FK_cmsContentVersion_cmsContent_nodeId] FOREIGN KEY ([ContentId]) REFERENCES [cmsContent] ([nodeId])
2013-09-16 00:12:13,798 [53] INFO  Umbraco.Core.Persistence.Database - [Thread 38] Create Index sql -1:
 CREATE UNIQUE NONCLUSTERED INDEX [IX_cmsContentVersion_VersionId] ON [cmsContentVersion] ([VersionId])
